46 , 0 , 5 , 0 , 0 

135 , 0 , 1 , 4 , 0 

149 , 0 , 0 , 5 , 0 

-1,

1002 , 4 , 1 , 0 , 0 

1020 , 3 , 2 , 0 , 0 

1030 , 3 , 1 , 0 , 1 

1040 , 3 , 0 , 1 , 1 

1048 , 2 , 1 , 1 , 1 

1058 , 2 , 1 , 1 , 1 

1066 , 2 , 0 , 2 , 1 

1076 , 2 , 0 , 2 , 1 

1085 , 2 , 0 , 2 , 1 

1094 , 2 , 0 , 2 , 1 

1103 , 1 , 1 , 2 , 1 

1112 , 1 , 1 , 2 , 1 

1123 , 1 , 1 , 2 , 1 

1133 , 1 , 0 , 3 , 1 

1142 , 1 , 0 , 3 , 1 

1152 , 1 , 0 , 3 , 1 

1162 , 0 , 1 , 3 , 1 

1172 , 0 , 0 , 4 , 1 

1182 , 0 , 0 , 4 , 1 

1193 , 0 , 0 , 4 , 1 

1203 , 0 , 0 , 4 , 1 

1213 , 0 , 0 , 4 , 1 

1223 , 0 , 0 , 4 , 1 

1237 , 0 , 0 , 4 , 1 

1247 , 0 , 0 , 4 , 1 

1257 , 0 , 0 , 4 , 1 

1268 , 0 , 0 , 4 , 1 

1278 , 0 , 0 , 4 , 1 

1288 , 0 , 0 , 4 , 1 

1299 , 0 , 0 , 4 , 1 

1309 , 0 , 0 , 4 , 1 

1319 , 0 , 0 , 4 , 1 

1330 , 0 , 0 , 4 , 1 

1340 , 0 , 0 , 4 , 1 

1350 , 0 , 0 , 4 , 1 

1361 , 0 , 0 , 4 , 1 

1371 , 0 , 0 , 4 , 1 

1381 , 0 , 0 , 4 , 1 

1391 , 0 , 0 , 4 , 1 

1401 , 0 , 0 , 4 , 1 

1411 , 0 , 0 , 4 , 1 

1421 , 0 , 0 , 4 , 1 

1431 , 0 , 0 , 4 , 1 

1441 , 0 , 0 , 4 , 1 

1451 , 0 , 0 , 4 , 1 

1461 , 0 , 0 , 4 , 1 

1475 , 0 , 0 , 4 , 1 

1486 , 0 , 0 , 4 , 1 

1496 , 0 , 0 , 4 , 1 

1507 , 0 , 0 , 4 , 1 

1517 , 0 , 0 , 4 , 1 

1530 , 0 , 0 , 4 , 1 

1540 , 0 , 0 , 4 , 1 

1550 , 0 , 0 , 4 , 1 

1570 , 0 , 0 , 4 , 1 

1579 , 0 , 0 , 4 , 1 

1587 , 0 , 0 , 4 , 1 

1595 , 0 , 0 , 4 , 1 

1603 , 0 , 0 , 4 , 1 

1611 , 0 , 0 , 4 , 1 

1619 , 0 , 0 , 4 , 1 

1628 , 0 , 0 , 4 , 1 

1637 , 0 , 0 , 4 , 1 

1645 , 0 , 0 , 4 , 1 

1653 , 0 , 0 , 4 , 1 

1661 , 0 , 0 , 4 , 1 

1669 , 0 , 0 , 4 , 1 

1677 , 0 , 0 , 4 , 1 

1692 , 0 , 0 , 4 , 1 

1700 , 0 , 0 , 4 , 1 

1708 , 0 , 0 , 4 , 1 

1716 , 0 , 0 , 4 , 1 

1724 , 0 , 0 , 4 , 1 

1733 , 0 , 0 , 4 , 1 

1741 , 0 , 0 , 4 , 1 

1749 , 0 , 0 , 4 , 1 

1757 , 0 , 0 , 4 , 1 

1765 , 0 , 0 , 4 , 1 

1773 , 0 , 0 , 4 , 1 

1782 , 0 , 0 , 4 , 1 

1791 , 0 , 0 , 4 , 1 

1799 , 0 , 0 , 4 , 1 

1807 , 0 , 0 , 4 , 1 

1815 , 0 , 0 , 4 , 1 

1823 , 0 , 0 , 4 , 1 

1831 , 0 , 0 , 4 , 1 

1839 , 0 , 0 , 4 , 1 

1847 , 0 , 0 , 4 , 1 

1856 , 0 , 0 , 4 , 1 

1864 , 0 , 0 , 4 , 1 

1872 , 0 , 0 , 4 , 1 

1880 , 0 , 0 , 4 , 1 

1889 , 0 , 0 , 4 , 1 

1897 , 0 , 0 , 4 , 1 

1905 , 0 , 0 , 4 , 1 

1914 , 0 , 0 , 4 , 1 

1922 , 0 , 0 , 4 , 1 

1930 , 0 , 0 , 4 , 1 

1938 , 0 , 0 , 4 , 1 

1946 , 0 , 0 , 4 , 1 

1954 , 0 , 0 , 4 , 1 

1962 , 0 , 0 , 4 , 1 

1970 , 0 , 0 , 4 , 1 

1979 , 0 , 0 , 4 , 1 

1987 , 0 , 0 , 4 , 1 

1995 , 0 , 0 , 4 , 1 

2003 , 0 , 0 , 4 , 1 

2011 , 0 , 0 , 4 , 1 

2019 , 0 , 0 , 4 , 1 

2028 , 0 , 0 , 4 , 1 

2036 , 0 , 0 , 4 , 1 

2044 , 0 , 0 , 4 , 1 

2053 , 0 , 0 , 4 , 1 

2068 , 0 , 0 , 4 , 1 

2077 , 0 , 0 , 4 , 1 

2085 , 0 , 0 , 4 , 1 

2093 , 0 , 0 , 4 , 1 

2101 , 0 , 0 , 4 , 1 

2109 , 0 , 0 , 4 , 1 

2118 , 0 , 0 , 4 , 1 

2127 , 0 , 0 , 4 , 1 

2135 , 0 , 0 , 4 , 1 

2143 , 0 , 0 , 4 , 1 

2151 , 0 , 0 , 4 , 1 

2159 , 0 , 0 , 4 , 1 

2168 , 0 , 0 , 4 , 1 

2176 , 0 , 0 , 4 , 1 

2184 , 0 , 0 , 4 , 1 

2192 , 0 , 0 , 4 , 1 

2200 , 0 , 0 , 4 , 1 

2209 , 0 , 0 , 4 , 1 

2217 , 0 , 0 , 4 , 1 

2226 , 0 , 0 , 4 , 1 

2234 , 0 , 0 , 4 , 1 

2242 , 0 , 0 , 4 , 1 

2250 , 0 , 0 , 4 , 1 

2258 , 0 , 0 , 4 , 1 

2266 , 0 , 0 , 4 , 1 

2275 , 0 , 0 , 4 , 1 

2283 , 1 , 0 , 3 , 1 

2291 , 1 , 1 , 2 , 1 

2299 , 1 , 0 , 3 , 1 

2307 , 1 , 0 , 3 , 1 

2315 , 1 , 0 , 3 , 1 

2323 , 1 , 0 , 3 , 1 

2331 , 1 , 0 , 3 , 1 

2338 , 1 , 0 , 3 , 1 

2346 , 1 , 0 , 3 , 1 

2354 , 1 , 0 , 3 , 1 

2362 , 0 , 1 , 3 , 1 

2370 , 0 , 0 , 4 , 1 

2378 , 0 , 0 , 4 , 1 

2386 , 1 , 0 , 3 , 1 

2394 , 0 , 2 , 2 , 1 

2402 , 0 , 0 , 4 , 1 

2410 , 0 , 0 , 4 , 1 

2419 , 0 , 0 , 4 , 1 

2427 , 0 , 0 , 4 , 1 

2435 , 0 , 0 , 4 , 1 

2444 , 0 , 0 , 4 , 1 

2452 , 0 , 0 , 4 , 1 

2461 , 0 , 0 , 4 , 1 

2472 , 0 , 0 , 4 , 1 

2484 , 0 , 0 , 4 , 1 

2524 , 0 , 0 , 4 , 1 

2535 , 0 , 0 , 4 , 1 

2544 , 0 , 0 , 4 , 1 

2552 , 0 , 0 , 4 , 1 

2561 , 0 , 0 , 4 , 1 

2598 , 0 , 0 , 4 , 1 

2636 , 0 , 0 , 4 , 1 

2652 , 0 , 0 , 4 , 1 

