57 , 0 , 5 , 0 , 0 

174 , 0 , 0 , 5 , 0 

-1,

216 , 0 , 0 , 5 , 0 

-1,

251 , 0 , 0 , 5 , 0 

-1,

284 , 0 , 0 , 5 , 0 

-1,

317 , 0 , 0 , 5 , 0 

-1,

351 , 0 , 0 , 5 , 0 

-1,

385 , 0 , 0 , 5 , 0 

-1,

425 , 0 , 0 , 5 , 0 

-1,

484 , 1 , 0 , 4 , 0 

501 , 1 , 1 , 1 , 2 

519 , 1 , 0 , 2 , 2 

537 , 0 , 1 , 2 , 2 

555 , 0 , 0 , 3 , 2 

573 , 0 , 0 , 3 , 2 

592 , 0 , 0 , 3 , 2 

610 , 0 , 0 , 3 , 2 

629 , 0 , 0 , 3 , 2 

648 , 0 , 0 , 3 , 2 

666 , 0 , 0 , 3 , 2 

684 , 0 , 0 , 3 , 2 

703 , 0 , 0 , 3 , 2 

721 , 0 , 0 , 3 , 2 

741 , 0 , 0 , 3 , 2 

766 , 0 , 0 , 3 , 2 

785 , 0 , 0 , 3 , 2 

804 , 0 , 0 , 3 , 2 

822 , 0 , 0 , 3 , 2 

841 , 0 , 0 , 3 , 2 

859 , 1 , 0 , 2 , 2 

876 , 2 , 0 , 1 , 2 

893 , 2 , 1 , 0 , 2 

911 , 1 , 1 , 1 , 2 

928 , 1 , 0 , 2 , 2 

946 , 1 , 0 , 2 , 2 

963 , 1 , 0 , 2 , 2 

981 , 1 , 0 , 2 , 2 

998 , 1 , 0 , 2 , 2 

1015 , 1 , 0 , 2 , 2 

1033 , 1 , 0 , 2 , 2 

1052 , 1 , 0 , 2 , 2 

1069 , 1 , 0 , 2 , 2 

1087 , 1 , 0 , 2 , 2 

1105 , 1 , 2 , 0 , 2 

1122 , 1 , 0 , 2 , 2 

1140 , 1 , 0 , 2 , 2 

1157 , 1 , 0 , 2 , 2 

1175 , 1 , 0 , 2 , 2 

1193 , 1 , 0 , 2 , 2 

1210 , 1 , 0 , 2 , 2 

1228 , 1 , 0 , 2 , 2 

1245 , 0 , 1 , 2 , 2 

1263 , 0 , 0 , 3 , 2 

1282 , 0 , 0 , 3 , 2 

1301 , 0 , 0 , 3 , 2 

1319 , 0 , 0 , 3 , 2 

1354 , 0 , 0 , 3 , 2 

1370 , 0 , 0 , 3 , 2 

1385 , 0 , 0 , 3 , 2 

1401 , 0 , 0 , 3 , 2 

1415 , 1 , 0 , 3 , 1 

1430 , 1 , 2 , 1 , 1 

1447 , 2 , 0 , 2 , 1 

1460 , 2 , 0 , 1 , 2 

1473 , 3 , 0 , 0 , 2 

1486 , 3 , 0 , 0 , 2 

1498 , 3 , 0 , 0 , 2 

1511 , 2 , 1 , 0 , 2 

1523 , 2 , 1 , 0 , 2 

1537 , 2 , 0 , 1 , 2 

1550 , 1 , 1 , 1 , 2 

1564 , 0 , 1 , 2 , 2 

1578 , 0 , 0 , 3 , 2 

1593 , 0 , 0 , 3 , 2 

1608 , 0 , 0 , 3 , 2 

1623 , 0 , 0 , 3 , 2 

1638 , 0 , 0 , 3 , 2 

1652 , 0 , 0 , 3 , 2 

1668 , 0 , 0 , 3 , 2 

1683 , 0 , 0 , 3 , 2 

1698 , 0 , 0 , 3 , 2 

